Year,"Country of origin","Country of asylum",Authority,"Stage of procedure","Cases / Persons","Recognized decisions","Complementary protection","Rejected decisions","Otherwise closed","Total decisions"
2024,Türkiye,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,11,21
2018,Yemen,"Netherlands (Kingdom of the)",G,FI,P,127,0,10,0,137
2016,Azerbaijan,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2018,Tunisia,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2021,"Serbia and Kosovo: S/RES/1244 (1999)","Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2014,China,"Netherlands (Kingdom of the)",G,JR,P,5,16,10,0,31
2019,Kenya,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,0,10
2019,Cameroon,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2014,Morocco,"Netherlands (Kingdom of the)",G,JR,P,0,0,10,0,10
2017,Yemen,"Netherlands (Kingdom of the)",G,FI,P,155,0,10,5,170
2023,Eritrea,"Netherlands (Kingdom of the)",G,RA,P,13,0,10,13,36
2017,Mali,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,5,15
2022,Afghanistan,"Netherlands (Kingdom of the)",G,RA,P,161,14,10,16,201
2023,Albania,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,15,25
2017,Zimbabwe,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,0,10
2021,Guinea,"Netherlands (Kingdom of the)",G,RA,P,5,0,10,10,25
2015,Tunisia,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,5,15
2020,Senegal,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,0,10
2014,Ukraine,"Netherlands (Kingdom of the)",G,JR,P,0,0,10,0,10
2019,Gambia,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,17,27
2020,Lebanon,"Netherlands (Kingdom of the)",G,FI,P,11,5,10,10,36
2015,"South Africa","Netherlands (Kingdom of the)",G,FI,P,0,0,10,0,10
2015,Liberia,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2020,Bangladesh,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,0,10
2022,Algeria,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,26,36
2023,"Sierra Leone","Netherlands (Kingdom of the)",G,RA,P,5,0,10,0,15
2014,Bangladesh,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,0,10
2014,Uzbekistan,"Netherlands (Kingdom of the)",G,FI,P,0,5,10,0,15
2015,Myanmar,"Netherlands (Kingdom of the)",G,FI,P,20,0,10,0,30
2017,"Russian Federation","Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2014,"Sierra Leone","Netherlands (Kingdom of the)",G,JR,P,5,11,10,0,26
2016,"South Africa","Netherlands (Kingdom of the)",G,FI,P,0,0,10,0,10
2023,Uzbekistan,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2015,Rwanda,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,0,10
2015,Georgia,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2015,Nepal,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2015,Lebanon,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2016,Ghana,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,12,22
2020,"Serbia and Kosovo: S/RES/1244 (1999)","Netherlands (Kingdom of the)",G,RA,P,0,0,10,22,32
2018,"Sri Lanka","Netherlands (Kingdom of the)",G,FI,P,0,0,10,0,10
2014,Cuba,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,0,10
2017,Georgia,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,11,21
2024,Tunisia,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,10,20
2022,Lebanon,"Netherlands (Kingdom of the)",G,RA,P,5,0,10,0,15
2017,"Syrian Arab Rep.","Netherlands (Kingdom of the)",G,RA,P,762,0,10,0,772
2022,Azerbaijan,"Netherlands (Kingdom of the)",G,FI,P,5,0,10,34,49
2022,Stateless,"Netherlands (Kingdom of the)",G,RA,P,5,0,10,5,20
2018,"Trinidad and Tobago","Netherlands (Kingdom of the)",G,FI,P,18,0,10,0,28
2015,"United Rep. of Tanzania","Netherlands (Kingdom of the)",G,FI,P,0,0,10,0,10
2016,Azerbaijan,"Netherlands (Kingdom of the)",G,FI,P,5,0,10,23,38
2021,Algeria,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,40,50
2022,Guinea,"Netherlands (Kingdom of the)",G,RA,P,11,0,10,5,26
2019,Cameroon,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,5,15
2021,Mali,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,12,22
2020,Myanmar,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2023,Suriname,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,0,10
2024,Mongolia,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,0,10
2021,"Viet Nam","Netherlands (Kingdom of the)",G,FI,P,0,0,10,10,20
2024,Afghanistan,"Netherlands (Kingdom of the)",G,RA,P,13,0,10,5,28
2020,Ukraine,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2018,"Cote d'Ivoire","Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2019,Tunisia,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,24,34
2014,Burundi,"Netherlands (Kingdom of the)",G,FI,P,0,5,10,0,15
2024,"Bosnia and Herzegovina","Netherlands (Kingdom of the)",G,FI,P,0,0,10,0,10
2017,"Viet Nam","Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2023,Senegal,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2015,Liberia,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,0,10
2018,"Russian Federation","Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2017,Ethiopia,"Netherlands (Kingdom of the)",G,RA,P,10,0,10,0,20
2020,"Sierra Leone","Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2016,Albania,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,11,21
2019,Palestinian,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2022,"Dem. Rep. of the Congo","Netherlands (Kingdom of the)",G,FI,P,5,0,10,0,15
2022,"United States of America","Netherlands (Kingdom of the)",G,FI,P,0,5,10,5,20
2016,Georgia,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,5,15
2018,Palestinian,"Netherlands (Kingdom of the)",G,FI,P,0,0,10,0,10
2015,Uganda,"Netherlands (Kingdom of the)",G,RA,P,10,0,10,0,20
2024,"Venezuela (Bolivarian Republic of)","Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2019,Nepal,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,0,10
2023,Gambia,"Netherlands (Kingdom of the)",G,RA,P,0,0,10,10,20
2019,"Unknown ","Netherlands (Kingdom of the)",G,RA,P,0,0,10,19,29
2023,Chad,Niger,G,FI,P,0,14,10,662,686
2020,Chad,Niger,G,FI,P,5,0,10,10,25
2014,"Central African Rep.",Nigeria,G,FI,P,66,0,10,32,108
2019,Germany,Norway,G,FI,P,0,0,10,0,10
2022,Colombia,Norway,G,AR,P,0,0,10,0,10
2014,Mauritania,Norway,G,AR,P,0,0,10,0,10
2016,"Bosnia and Herzegovina",Norway,G,AR,P,0,0,10,0,10
2015,Niger,Norway,G,AR,P,0,0,10,0,10
2023,Poland,Norway,G,AR,P,0,0,10,0,10
2015,Djibouti,Norway,G,AR,P,0,0,10,0,10
2017,"Sri Lanka",Norway,G,FI,P,0,0,10,0,10
2018,"North Macedonia",Norway,G,FI,P,0,0,10,0,10
2016,"Unknown ",Norway,G,AR,P,0,0,10,0,10
2019,China,Norway,G,AR,P,0,0,10,5,15
2014,Philippines,Norway,G,FI,P,0,0,10,0,10
2022,"Sri Lanka",Norway,G,AR,P,0,0,10,0,10
2019,Pakistan,Norway,G,FI,P,5,0,10,14,29
2020,Eritrea,Norway,G,FI,P,117,5,10,25,157
2014,Montenegro,Norway,G,FI,P,0,0,10,0,10
2014,Romania,Norway,G,AR,P,0,0,10,0,10
2018,Pakistan,Norway,G,FI,P,0,0,10,18,28
2016,"Sri Lanka",Norway,G,FI,P,0,0,10,5,15
2024,Georgia,Norway,G,AR,P,0,0,10,0,10
2018,Azerbaijan,Norway,G,AR,P,0,0,10,0,10
2018,Philippines,Norway,G,FI,P,0,0,10,0,10
2016,"North Macedonia",Norway,G,AR,P,0,0,10,0,10
2017,Kazakhstan,Norway,G,AR,P,0,0,10,0,10
2024,Afghanistan,Norway,G,AR,P,0,0,10,12,22
2022,Afghanistan,Norway,G,FI,P,87,28,10,80,205
2019,Tunisia,Norway,G,AR,P,0,0,10,0,10
2017,Armenia,Norway,G,FI,P,0,0,10,0,10
2018,Türkiye,Norway,G,FI,P,70,0,10,36,116
2019,Morocco,Norway,G,FI,P,0,0,10,12,22
2016,Jordan,Norway,G,FI,P,0,0,10,10,20
2024,Albania,Norway,G,AR,P,0,0,10,0,10
2017,Azerbaijan,Norway,G,AR,P,0,0,10,0,10
2015,Romania,Norway,G,AR,P,0,0,10,0,10
2014,"El Salvador",Norway,G,FI,P,0,0,10,0,10
2015,India,Norway,G,FI,P,0,0,10,13,23
2017,"Rep. of Korea",Norway,G,AR,P,0,0,10,0,10
2014,Senegal,Norway,G,AR,P,0,0,10,0,10
2016,Romania,Norway,G,FI,P,0,0,10,0,10
2016,Mongolia,Norway,G,FI,P,0,0,10,0,10
2019,Georgia,Norway,G,AR,P,0,0,10,0,10
2019,Sudan,Norway,G,AR,P,0,0,10,5,15
2015,"Unknown ",Norway,G,AR,P,0,0,10,0,10
2017,Slovakia,Norway,G,AR,P,0,0,10,0,10
2014,Cuba,Norway,G,AR,P,0,0,10,0,10
2016,Myanmar,Norway,G,AR,P,0,0,10,0,10
2017,"United States of America",Norway,G,FI,P,0,0,10,0,10
2016,Nepal,Norway,G,AR,P,0,0,10,0,10
2014,Mali,Norway,G,FI,P,0,0,10,11,21
2014,Montenegro,Norway,G,AR,P,0,0,10,0,10
2017,"Venezuela (Bolivarian Republic of)",Norway,G,AR,P,0,0,10,0,10
2014,Mongolia,Norway,G,FI,P,0,0,10,0,10
2021,"Serbia and Kosovo: S/RES/1244 (1999)",Norway,G,AR,P,0,0,10,0,10
2016,"Cote d'Ivoire",Norway,G,AR,P,0,0,10,0,10
2015,Mali,Norway,G,AR,P,0,0,10,0,10
2022,Nigeria,Norway,G,AR,P,0,0,10,0,10
2014,"El Salvador",Norway,G,AR,P,0,0,10,0,10
2023,Ethiopia,Norway,G,FI,P,5,0,10,14,29
2015,"South Sudan",Norway,G,AR,P,0,0,10,0,10
2015,India,Norway,G,AR,P,0,0,10,0,10
2015,Gambia,Norway,G,FI,P,0,0,10,11,21
2018,"Russian Federation",Norway,G,FI,P,5,0,10,15,30
2017,Burundi,Norway,G,AR,P,0,0,10,0,10
2020,"Sri Lanka",Norway,G,AR,P,0,0,10,0,10
2015,Myanmar,Norway,G,AR,P,0,0,10,0,10
2017,Uganda,Norway,G,AR,P,0,0,10,0,10
2017,Gambia,Norway,G,AR,P,0,0,10,0,10
2018,Lebanon,Norway,G,AR,P,0,0,10,0,10
2017,"Unknown ",Norway,G,AR,P,0,0,10,0,10
2015,Nepal,Nauru,G,FI,P,0,0,10,0,10
2022,Indonesia,"New Zealand",G,AR,P,5,0,10,0,15
2019,"Saudi Arabia","New Zealand",G,FI,P,12,0,10,0,22
2016,"Saudi Arabia","New Zealand",G,FI,P,5,0,10,0,15
2018,Türkiye,"New Zealand",G,FI,P,13,0,10,0,23
2019,Zimbabwe,"New Zealand",G,FI,P,0,0,10,0,10
2020,"Iran (Islamic Rep. of)","New Zealand",G,FI,P,0,19,10,0,29
2018,Nigeria,"New Zealand",G,FI,P,0,0,10,0,10
2015,Bangladesh,"New Zealand",G,FI,C,0,0,10,0,10
2018,Jordan,"New Zealand",G,FI,P,0,0,10,0,10
2017,Pakistan,"New Zealand",G,FI,P,0,0,10,0,10
2018,Philippines,"New Zealand",G,FI,P,0,0,10,0,10
2015,"South Africa","New Zealand",G,FI,C,0,0,10,0,10
2023,Fiji,"New Zealand",G,AR,P,0,0,10,0,10
2018,Myanmar,"New Zealand",G,FI,P,0,0,10,0,10
2014,Somalia,Pakistan,U,FI,P,31,0,10,0,41
2017,Iraq,Pakistan,U,FI,P,0,0,10,0,10
2014,Nigeria,Pakistan,U,FI,P,0,0,10,0,10
2017,"Iran (Islamic Rep. of)",Pakistan,U,AR,P,0,0,10,0,10
2019,Colombia,Panama,G,FI,P,21,0,10,594,625
2015,"Syrian Arab Rep.",Paraguay,G,FI,P,27,0,10,0,37
2014,Argentina,Peru,G,FI,P,0,0,10,0,10
2015,"Iran (Islamic Rep. of)","Papua New Guinea",G,FI,P,33,0,10,0,43
2020,Algeria,Poland,G,AR,P,0,0,10,0,10
2020,Cuba,Poland,G,AR,P,0,0,10,0,10
2019,Iraq,Poland,G,AR,P,0,0,10,0,10
2021,Bangladesh,Poland,G,FI,P,0,0,10,0,10
2017,Belarus,Poland,G,AR,P,0,0,10,0,10
2022,Cuba,Poland,G,FI,P,0,0,10,23,33
2020,Türkiye,Poland,G,AR,P,0,0,10,0,10
2023,China,Poland,G,FI,P,0,0,10,5,15
2024,"Rep. of Moldova",Poland,G,FI,P,0,0,10,10,20
2023,"Sri Lanka",Poland,G,FI,P,0,0,10,27,37
2015,Pakistan,Poland,G,FI,P,0,0,10,18,28
2023,Afghanistan,Poland,G,FI,P,106,53,10,142,311
2023,Bangladesh,Poland,G,FI,P,0,0,10,5,15
2022,Bangladesh,Poland,G,AR,P,0,0,10,0,10
2021,"Viet Nam",Poland,G,FI,P,0,0,10,0,10
2024,Afghanistan,Poland,G,FI,P,28,18,10,82,138
2022,Afghanistan,Poland,G,AR,P,0,0,10,14,24
2016,"Rep. of Moldova",Poland,G,FI,P,0,0,10,0,10
2019,Bangladesh,Poland,G,FI,P,0,0,10,0,10
2023,"Syrian Arab Rep.",Poland,G,FI,P,16,5,10,114,145
2020,"Iran (Islamic Rep. of)",Poland,G,AR,P,0,0,10,0,10
2024,Kyrgyzstan,Poland,G,FI,P,0,0,10,0,10
2014,Bangladesh,Poland,G,AR,P,0,0,10,0,10
2019,Belarus,Poland,G,AR,P,0,0,10,0,10
2020,Nigeria,Poland,G,AR,P,0,0,10,0,10
2020,Iraq,Poland,G,FI,P,0,5,10,11,26
2014,Belarus,Poland,G,AR,P,0,0,10,0,10
2018,Algeria,Poland,G,AR,P,0,0,10,0,10
2020,"Rep. of Moldova",Poland,G,FI,P,0,0,10,0,10
2020,Cuba,Poland,G,FI,P,0,0,10,0,10
2018,Iraq,Poland,G,FI,P,19,10,10,22,61
2024,Tunisia,Poland,G,FI,P,0,0,10,0,10
2022,"Iran (Islamic Rep. of)",Poland,G,AR,P,0,0,10,0,10
2014,Pakistan,Poland,G,AR,P,0,0,10,0,10
2023,Ghana,Poland,G,FI,P,0,0,10,0,10
2024,"Dem. Rep. of the Congo",Poland,G,FI,P,0,0,10,11,21
2023,Sudan,Poland,G,FI,P,0,10,10,26,46
2023,"Unknown ",Poland,G,FI,P,0,0,10,11,21
2016,Pakistan,Poland,G,FI,P,0,0,10,16,26
2017,Mongolia,Poland,G,FI,P,0,0,10,0,10
2020,Bangladesh,Poland,G,FI,P,0,0,10,0,10
2023,"Cote d'Ivoire",Poland,G,FI,P,0,0,10,0,10
2016,Belarus,Poland,G,FI,P,5,0,10,14,29
2020,Iraq,Poland,G,AR,P,0,0,10,0,10
2018,Colombia,Portugal,G,FI,P,0,5,10,5,20
2017,Ukraine,Portugal,G,FI,P,5,40,10,0,55
2018,Guinea-Bissau,Portugal,G,FI,P,0,0,10,35,45
2017,Mauritania,Portugal,G,FI,P,0,0,10,0,10
2018,Togo,Portugal,G,FI,P,0,0,10,0,10
2017,Guinea,Portugal,G,FI,P,0,10,10,0,20
2017,Mali,Portugal,G,FI,P,0,5,10,0,15
2018,Morocco,Portugal,G,FI,P,0,0,10,20,30
2017,"Cote d'Ivoire",Portugal,G,FI,P,0,0,10,0,10
2022,Angola,Portugal,G,FI,P,0,5,10,15,30
2021,Gambia,Portugal,G,FI,P,5,0,10,10,25
2018,Senegal,Portugal,G,FI,P,0,0,10,10,20
2018,Nigeria,Portugal,G,FI,P,0,0,10,10,20
2018,"Venezuela (Bolivarian Republic of)",Portugal,G,FI,P,0,0,10,30,40
2017,"Venezuela (Bolivarian Republic of)",Portugal,G,FI,P,0,0,10,0,10
2024,"Dominican Rep.",Portugal,G,FI,P,0,0,10,0,10
2017,Morocco,Portugal,G,FI,P,0,0,10,0,10
2014,Nigeria,Romania,G,FI,P,0,0,10,0,10
2023,India,Romania,G,JR,P,0,0,10,0,10
2021,Bangladesh,Romania,G,JR,P,0,0,10,0,10
2023,Tunisia,Romania,G,FI,P,0,0,10,11,21
2021,"Iran (Islamic Rep. of)",Romania,G,FI,P,12,5,10,26,53
2019,"Syrian Arab Rep.",Romania,G,FI,P,147,158,10,51,366
2017,Algeria,Romania,G,FI,P,0,0,10,0,10
2019,Jordan,Romania,G,FI,P,0,0,10,0,10
2014,Morocco,Romania,G,JR,P,0,0,10,0,10
2016,Cameroon,Romania,G,FI,P,0,0,10,0,10
2014,"Russian Federation",Romania,G,FI,P,0,0,10,0,10
2023,Guinea,Romania,G,JR,P,0,0,10,0,10
2020,Cameroon,Romania,G,JR,P,0,0,10,0,10
2022,Bangladesh,Romania,G,JR,P,0,0,10,0,10
2023,Nigeria,Romania,G,FI,P,5,5,10,5,25
2022,Nigeria,Romania,G,FI,P,0,0,10,11,21
2017,Tunisia,Romania,G,FI,P,0,0,10,0,10
2018,Cameroon,Romania,G,FI,P,0,0,10,0,10
2024,Morocco,Romania,G,FI,P,0,0,10,14,24
2016,Pakistan,Romania,G,JR,P,0,0,10,0,10
2020,Palestinian,Romania,G,FI,P,5,5,10,40,60
2020,Bangladesh,Romania,G,JR,P,0,0,10,0,10
2014,Bangladesh,Romania,G,JR,P,0,0,10,0,10
2018,"Dem. Rep. of the Congo",Romania,G,FI,P,0,0,10,0,10
2022,Palestinian,Romania,G,FI,P,15,5,10,10,40
2018,"Iran (Islamic Rep. of)",Romania,G,JR,P,5,12,10,0,27
2020,Cuba,Romania,G,FI,P,0,0,10,0,10
2017,Ukraine,Romania,G,FI,P,0,0,10,0,10
2022,"Iran (Islamic Rep. of)",Romania,G,JR,P,0,0,10,0,10
2017,"Sri Lanka",Romania,G,FI,P,0,0,10,0,10
2015,Bangladesh,Romania,G,JR,P,0,0,10,0,10
2018,Pakistan,Romania,G,JR,P,0,0,10,0,10
2017,"Rep. of Moldova",Romania,G,FI,P,0,0,10,0,10
2022,Eritrea,Romania,G,JR,P,0,0,10,0,10
2019,Cameroon,Romania,G,JR,P,0,0,10,0,10
2023,Uganda,Romania,G,JR,P,0,0,10,0,10
2023,Nigeria,Romania,G,JR,P,0,0,10,0,10
2015,Philippines,Romania,G,JR,P,0,0,10,0,10
2016,Philippines,Romania,G,FI,P,0,0,10,0,10
2015,China,Romania,G,JR,P,0,0,10,0,10
2023,Colombia,Romania,G,FI,P,0,0,10,0,10
2016,Ghana,"South Africa",G,AR,P,0,0,10,1681,1691
2015,Benin,"South Africa",G,AR,P,0,0,10,5,15
2015,"Sierra Leone","South Africa",G,AR,P,0,0,10,0,10
2020,Egypt,"South Africa",G,AR,P,24,0,10,15,49
2023,Lesotho,"South Africa",G,FA,P,0,0,10,0,10
2019,Guinea,"South Africa",G,FI,P,0,0,10,0,10
2015,Thailand,"South Africa",G,AR,P,0,0,10,0,10
2022,Uganda,"South Africa",G,AR,P,0,0,10,250,260
2023,Nigeria,"South Africa",G,AR,P,0,0,10,620,630
2022,Nigeria,"South Africa",G,AR,P,0,0,10,771,781
2015,"Cote d'Ivoire","South Africa",G,AR,P,0,0,10,12,22
2019,Palestinian,"South Africa",G,FI,P,0,0,10,0,10
2024,"United Rep. of Tanzania","South Africa",G,FI,P,0,0,10,0,10
2022,India,"South Africa",G,AR,P,0,0,10,298,308
2023,Somalia,"South Africa",G,AR,P,16,0,10,953,979
2014,Algeria,"South Africa",G,AR,P,0,0,10,0,10
2018,Thailand,"South Africa",G,FI,P,0,0,10,0,10
2019,Jordan,"South Africa",G,FI,P,0,0,10,0,10
2020,Mozambique,"South Africa",G,FI,P,0,0,10,0,10
2015,Botswana,"South Africa",G,FI,P,0,0,10,0,10
2014,Morocco,"South Africa",G,FI,P,0,0,10,0,10
2019,Benin,"South Africa",G,FI,P,0,0,10,0,10
2019,Yemen,"South Africa",G,FI,P,0,0,10,0,10
2014,Liberia,"South Africa",G,FI,P,0,0,10,0,10
2014,Gabon,"South Africa",G,FI,P,0,0,10,0,10
2014,Sudan,"South Africa",G,FI,P,14,0,10,0,24
2015,Morocco,"South Africa",G,FI,P,0,0,10,0,10
2015,Gambia,"South Africa",G,FI,P,0,0,10,0,10
2016,Kenya,"South Africa",G,AR,P,0,0,10,445,455
2023,Angola,"South Africa",G,FA,P,0,0,10,0,10
2014,Afghanistan,"South Africa",G,FI,P,0,0,10,0,10
2019,Sudan,"South Africa",G,FI,P,0,0,10,0,10
2014,Iraq,"Russian Federation",G,FI,P,0,0,10,0,10
2015,Kyrgyzstan,"Russian Federation",G,TA,P,0,10,10,0,20
2014,Palestinian,"Russian Federation",G,FI,P,0,0,10,0,10
2015,Palestinian,"Russian Federation",G,FI,P,0,0,10,0,10
2015,"Unknown ","Russian Federation",G,TA,P,0,0,10,0,10
2014,Kyrgyzstan,"Russian Federation",G,TA,P,0,15,10,0,25
2014,"Unknown ","Russian Federation",G,FI,P,0,0,10,0,10
2024,Burundi,Rwanda,G,FI,P,53,0,10,0,63
2022,Cuba,"Serbia and Kosovo: S/RES/1244 (1999)",G,FI,P,0,0,10,23,33
2021,Morocco,"Serbia and Kosovo: S/RES/1244 (1999)",G,FI,P,0,0,10,143,153
2023,"Russian Federation","Serbia and Kosovo: S/RES/1244 (1999)",G,FI,P,0,0,10,17,27
2014,"Central African Rep.",Senegal,G,FA,C,0,0,10,0,10
2014,"Cote d'Ivoire",Senegal,G,FA,C,0,0,10,0,10
2021,Congo,Spain,G,FI,P,20,0,10,0,30
2014,"Bolivia (Plurinational State of)",Spain,G,FI,P,0,0,10,0,10
2014,Brazil,Spain,G,FI,P,0,0,10,0,10
2014,Guinea-Bissau,Spain,G,FI,P,0,0,10,0,10
2019,"Rep. of Moldova",Spain,G,FI,P,0,0,10,0,10
2024,Türkiye,Spain,G,FI,P,0,0,10,20,30
2018,Ecuador,Spain,G,FI,P,0,0,10,0,10
2024,"Viet Nam",Spain,G,FI,P,0,0,10,0,10
2021,"Costa Rica",Spain,G,FI,P,0,0,10,0,10
2020,"Unknown ",Spain,G,FI,P,0,0,10,0,10
2022,Benin,Spain,G,FI,P,0,0,10,0,10
2022,"Saudi Arabia",Spain,G,FI,P,0,0,10,0,10
2014,Mauritius,Spain,G,FI,P,0,0,10,0,10
2022,Haiti,Spain,G,FI,P,0,0,10,0,10
2022,Kazakhstan,Spain,G,FI,P,13,0,10,0,23
2014,Libya,Spain,G,FI,P,0,0,10,0,10
2024,Guinea,Spain,G,FI,P,39,0,10,0,49
2016,Peru,Spain,G,FI,P,0,0,10,0,10
2023,"Sierra Leone",Spain,G,FI,P,0,0,10,0,10
2016,Georgia,Spain,G,FI,P,0,0,10,0,10
2021,Liberia,Spain,G,FI,P,0,0,10,0,10
2022,Somalia,Spain,G,FI,P,5,83,10,5,103
2022,Uzbekistan,Spain,G,FI,P,0,0,10,0,10
2014,"Syrian Arab Rep.",Spain,G,FI,P,122,1039,10,0,1171
2019,Angola,Spain,G,FI,P,0,0,10,0,10
2023,Somalia,Spain,G,FI,P,33,282,10,24,349
2021,Niger,Spain,G,FI,P,13,5,10,0,28
2022,"Serbia and Kosovo: S/RES/1244 (1999)",Spain,G,FI,P,5,0,10,0,15
2023,Philippines,Spain,G,FI,P,0,0,10,0,10
2021,Uzbekistan,Spain,G,FI,P,5,0,10,0,15
2019,"United States of America",Spain,G,FI,P,0,0,10,0,10
2016,"El Salvador",Spain,G,FI,P,0,0,10,0,10
2017,Brazil,Spain,G,FI,P,0,0,10,5,15
2018,Argentina,Spain,G,FI,P,0,0,10,0,10
2019,Mexico,Spain,G,FI,P,0,0,10,0,10
2016,Armenia,Spain,G,FI,P,0,0,10,0,10
2023,"Equatorial Guinea",Spain,G,FI,P,10,0,10,5,25
2015,Albania,Spain,G,FI,P,0,0,10,0,10
2018,Panama,Spain,G,FI,P,0,0,10,0,10
2019,Somalia,Spain,G,FI,P,0,68,10,0,78
2021,"Serbia and Kosovo: S/RES/1244 (1999)",Spain,G,FI,P,0,0,10,0,10
2014,Uganda,Spain,G,FI,P,0,0,10,0,10
2017,"Serbia and Kosovo: S/RES/1244 (1999)",Spain,G,FI,P,0,0,10,0,10
2018,Ethiopia,Spain,G,FI,P,0,0,10,0,10
2017,Chile,Spain,G,FI,P,0,0,10,0,10
2016,Somalia,Spain,G,FI,P,10,88,10,0,108
2016,"Serbia and Kosovo: S/RES/1244 (1999)",Spain,G,FI,P,0,0,10,0,10
2014,Afghanistan,Spain,G,FI,P,21,10,10,0,41
2015,Georgia,Spain,G,FI,P,0,0,10,0,10
2022,Ethiopia,Sudan,G,FI,P,158,0,10,0,168
2020,Cuba,Suriname,U,FI,P,10,0,10,147,167
2021,India,Slovakia,G,FI,P,0,0,10,10,20
2023,Morocco,Slovakia,G,FI,P,0,0,10,13,23
2015,Ukraine,Slovakia,G,FI,P,0,12,10,21,43
2015,Afghanistan,Slovakia,G,FI,P,0,5,10,50,65
2023,Türkiye,Slovakia,G,FI,P,0,0,10,152,162
2018,Afghanistan,Slovakia,G,FA,P,0,12,10,10,32
2019,"Iran (Islamic Rep. of)",Slovakia,G,FI,P,5,0,10,44,59
2017,Pakistan,Slovakia,G,FA,P,0,0,10,5,15
2023,Pakistan,Slovakia,G,FI,P,0,0,10,14,24
2024,Nigeria,Slovenia,G,FI,P,0,0,10,0,10
2020,Türkiye,Slovenia,G,FI,P,17,0,10,46,73
2024,Pakistan,Slovenia,G,FI,P,0,0,10,23,33
2021,Afghanistan,Slovenia,G,FI,P,5,0,10,2368,2383
2015,"Bosnia and Herzegovina",Slovenia,G,FI,P,0,0,10,0,10
2017,Morocco,Slovenia,G,FA,P,0,0,10,27,37
2019,Türkiye,Slovenia,G,FI,P,28,0,10,55,93
2018,Libya,Slovenia,G,FI,P,0,0,10,22,32
2020,Yemen,Slovenia,G,FI,P,0,0,10,0,10
2019,Cuba,Slovenia,G,FI,P,0,0,10,18,28
2020,"Serbia and Kosovo: S/RES/1244 (1999)",Slovenia,G,FI,P,0,0,10,16,26
2014,Pakistan,Slovenia,G,FI,P,0,0,10,14,24
2020,India,Slovenia,G,FI,P,0,0,10,12,22
2020,"Syrian Arab Rep.",Slovenia,G,FI,P,14,0,10,35,59
2014,Ukraine,Slovenia,G,FI,P,0,0,10,0,10
2024,Chile,Sweden,G,AR,P,0,0,10,0,10
2020,Israel,Sweden,G,FI,P,0,0,10,0,10
2023,Turkmenistan,Sweden,G,AR,P,0,0,10,0,10
2023,Argentina,Sweden,G,FI,P,0,0,10,0,10
2014,Colombia,Sweden,G,AR,P,0,0,10,0,10
2024,"Sierra Leone",Sweden,G,AR,P,0,0,10,0,10
2019,Canada,Sweden,G,AR,P,0,0,10,0,10
2018,Brazil,Sweden,G,JR,P,0,0,10,0,10
2018,Angola,Sweden,G,RA,P,0,0,10,0,10
2020,Guatemala,Sweden,G,FI,P,0,0,10,0,10
