un-mechanism-code,un-mechanism,year,country,concerned-group,human-rights-theme,annotaion-type,term
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Good governance & corruption,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Constitutional & legislative framework,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,linguistic,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Good governance & corruption,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Constitutional & legislative framework,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,religious or descent-based groups,Freedom of opinion and expression & access to information,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Human rights defenders & activists,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Human rights defenders & activists,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Human rights defenders & activists,"Human rights education, trainings & awareness raising",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Human rights defenders & activists,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Human rights defenders & activists,Right to education,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,"Human rights education, trainings & awareness raising",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Indigenous peoples,Right to education,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Lesbian,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Lesbian,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Lesbian,"Human rights education, trainings & awareness raising",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Lesbian,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Lesbian,Right to education,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,gay,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,gay,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,gay,"Human rights education, trainings & awareness raising",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,gay,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,gay,Right to education,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,bisexual,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,bisexual,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,bisexual,"Human rights education, trainings & awareness raising",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,bisexual,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,bisexual,Right to education,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,transgender,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,transgender,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,transgender,"Human rights education, trainings & awareness raising",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,transgender,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,transgender,Right to education,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,intersex persons (LGBTI),"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,intersex persons (LGBTI),Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,intersex persons (LGBTI),"Human rights education, trainings & awareness raising",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,intersex persons (LGBTI),"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,intersex persons (LGBTI),Right to education,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Educational staff & students,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Educational staff & students,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Educational staff & students,"Human rights education, trainings & awareness raising",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Educational staff & students,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Educational staff & students,Right to education,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Women & girls,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Women & girls,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Women & girls,"Human rights education, trainings & awareness raising",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Women & girls,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Women & girls,Right to education,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Human rights education, trainings & awareness raising",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,Minorities/ racial,Right to education,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Economic, social & cultural rights - general measures of implementation",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,Cultural rights,Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Human rights education, trainings & awareness raising",Concerns/Observations,not provided
A/H,Committee on the Rights of the Child, 2019,Malaysia,ethnic,"Freedom of thought, conscience & religion",Concerns/Observations,not provided
