un-mechanism-code,un-mechanism,year,country,concerned-group,human-rights-theme,annotaion-type,term
CAT,Committee against Torture, 2023,Egypt,Children in vulnerable situations (abused,Legal & institutional reform,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Children in vulnerable situations (abused,Support to victims & witnesses,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Children in vulnerable situations (abused,Children: protection against exploitation,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Children in vulnerable situations (abused,National Human Rights Action Plans (or specific areas) / implementation plans,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Children in vulnerable situations (abused,Human trafficking & contemporary forms of slavery,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Children in vulnerable situations (abused,Sexual & gender-based violence,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,living on the street,Legal & institutional reform,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,living on the street,Support to victims & witnesses,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,living on the street,Children: protection against exploitation,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,living on the street,National Human Rights Action Plans (or specific areas) / implementation plans,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,living on the street,Human trafficking & contemporary forms of slavery,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,living on the street,Sexual & gender-based violence,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,institutionalized,Legal & institutional reform,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,institutionalized,Support to victims & witnesses,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,institutionalized,Children: protection against exploitation,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,institutionalized,National Human Rights Action Plans (or specific areas) / implementation plans,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,institutionalized,Human trafficking & contemporary forms of slavery,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,institutionalized,Sexual & gender-based violence,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,indigenous,Legal & institutional reform,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,indigenous,Support to victims & witnesses,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,indigenous,Children: protection against exploitation,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,indigenous,National Human Rights Action Plans (or specific areas) / implementation plans,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,indigenous,Human trafficking & contemporary forms of slavery,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,indigenous,Sexual & gender-based violence,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),Legal & institutional reform,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),Support to victims & witnesses,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),Children: protection against exploitation,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),National Human Rights Action Plans (or specific areas) / implementation plans,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),Human trafficking & contemporary forms of slavery,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,migrant children etc.),Sexual & gender-based violence,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Children,Legal & institutional reform,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Children,Support to victims & witnesses,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Children,Children: protection against exploitation,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Children,National Human Rights Action Plans (or specific areas) / implementation plans,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Children,Human trafficking & contemporary forms of slavery,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Children,Sexual & gender-based violence,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Migrants,Legal & institutional reform,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Migrants,Support to victims & witnesses,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Migrants,Children: protection against exploitation,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Migrants,National Human Rights Action Plans (or specific areas) / implementation plans,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Migrants,Human trafficking & contemporary forms of slavery,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Migrants,Sexual & gender-based violence,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Women & girls,Legal & institutional reform,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Women & girls,Support to victims & witnesses,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Women & girls,Children: protection against exploitation,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Women & girls,National Human Rights Action Plans (or specific areas) / implementation plans,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Women & girls,Human trafficking & contemporary forms of slavery,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Women & girls,Sexual & gender-based violence,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Law enforcement / police & prison officials,"Human rights education, trainings & awareness raising",Recommendations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Law enforcement / police & prison officials,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Law enforcement / police & prison officials,Human trafficking & contemporary forms of slavery,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Judges,"Human rights education, trainings & awareness raising",Recommendations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Judges,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Judges,Human trafficking & contemporary forms of slavery,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,lawyers,"Human rights education, trainings & awareness raising",Recommendations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,lawyers,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,lawyers,Human trafficking & contemporary forms of slavery,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,prosecutors,"Human rights education, trainings & awareness raising",Recommendations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,prosecutors,National Human Rights Action Plans (or specific areas) / implementation plans,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,prosecutors,Human trafficking & contemporary forms of slavery,Recommendations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,Death penalty,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,Cooperation & Follow up with Treaty Bodies,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,National Human Rights Action Plans (or specific areas) / implementation plans,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,Human trafficking & contemporary forms of slavery,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees, Human rights & counter-terrorism,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,Conditions of detention,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,Persons deprived of their liberty & detainees,Derogation & state of emergency,Concerns/Observations,Trafficking in persons
CAT,Committee against Torture, 2023,Egypt,not provided,,Recommendations,Other issues
CAT,Committee against Torture, 2023,Egypt,Public officials,Cooperation & Follow up with Treaty Bodies,Recommendations,Other issues
CAT,Committee against Torture, 2023,Egypt,Public officials,"Human rights education, trainings & awareness raising",Recommendations,Other issues
CAT,Committee against Torture, 2023,Egypt,Media,Cooperation & Follow up with Treaty Bodies,Recommendations,Other issues
CAT,Committee against Torture, 2023,Egypt,Media,"Human rights education, trainings & awareness raising",Recommendations,Other issues
